UNIPROT	REF_SEQ Protein
Q4V9Q3	NP_571867
Q4V9Q8	NP_001028896
Q4V9Q9	NP_982286
Q4VA89	NP_001025388
Q4VBH5	NP_001012243
Q4VBH6	NP_001019585
Q4VBH7	NP_001019394
Q4VBH8	NP_001019587
Q4VBI0	NP_001019588
Q4VBI3	NP_001019581
Q4VBI5	NP_001019591
Q4VBI6	NP_001019593
Q4VBI8	XP_694976
Q4VBJ0	NP_001019243
Q4VBJ1	XP_682765
Q4VBJ2	NP_001018318
Q4VBJ4	NP_001019545
Q4VBJ5	NP_001019608
Q4VBJ8	NP_001019582
Q4VBJ9	NP_001019584
Q4VBK0	NP_001019600
Q4VBK1	NP_001019605
Q4VBK3	NP_001025440
Q4VBR6	NP_001019391
Q4VBR7	NP_001018316
Q4VBR8	NP_001019612
Q4VBR9	NP_001018658
Q4VBS4	NP_001019563
Q4VBS6	NP_001019564
Q4VBS7	NP_001003842
Q4VBS8	NP_001019566
Q4VBT1	NP_001019822
Q4VBT3	NP_001019547
Q4VBT6	NP_001002865
Q4VBT7	NP_001019393
Q4VBT8	NP_001002307
Q4VBU1	NP_001019594
Q4VBU2	NP_001019598
Q4VBU3	NP_001019599
Q4VBU5	NP_001019571
Q4VBU5	NP_001019571
Q4VBU6	NP_001019573
Q4VBU7	NP_001019574
Q4VBV0	NP_001007058
Q4VBV2	XP_683822
Q4VBV2	XP_683822
Q4VBV7	NP_878290
Q4VBV9	NP_991174
Q4VBW0	NP_991184
Q4VBW1	NP_991317
Q4VCI4	NP_001025353
Q4VCS4	NP_001019981
Q4VDB0	NP_001025337
Q4VGW8	NP_001020720
Q4VGW9	NP_001025376
Q4VH14	NP_878308
Q4VUS9	NP_001005779
Q4VV68	NP_001019991
Q4VV70	NP_001019990
Q4VV73	NP_001019989
Q4VVA3	NP_001019798
Q4VW61	NP_001020622
Q4W897	NP_001019992
Q4W898	NP_001019618
Q4Z8P3	NP_001025242
Q4ZGK9	NP_958913
Q4ZHG3	NP_001018131
Q4ZIL6	NP_001018446
Q501S0	NP_001018145
Q501S1	NP_001018874
Q501S3	NP_001018560
Q501S4	NP_001018613
Q501S5	XP_689882
Q501S7	NP_001018559
Q501S8	NP_001018558
Q501S9	NP_001018557
Q501T0	NP_001018556
Q501T1	NP_001018612
Q501T2	NP_001018555
Q501T3	NP_001018301
Q501T4	NP_001018611
Q501T4	NP_001018611
Q501T5	NP_001018554
Q501T8	NP_001018553
Q501T9	NP_001018552
Q501U0	NP_001018610
Q501U1	NP_001018551
Q501U2	NP_001018550
Q501U2	NP_001018550
Q501U4	NP_001018549
Q501U5	NP_001018548
Q501U6	NP_001018609
Q501V1	NP_001018545
Q501V2	NP_001018608
Q501V4	NP_001018544
Q501V5	NP_001018543
Q501V6	XP_685750
Q501V7	NP_001018542
Q501V8	NP_001018541
Q501W5	NP_001019560
Q501W7	NP_001019378
Q501W9	NP_001018540
Q501X1	NP_001018306
Q501X2	XP_697783
Q501X3	NP_001018538
Q501X6	NP_001018607
Q501X9	NP_001018157
Q501Y0	NP_001018537
Q501Y4	NP_001018536
Q501Y6	NP_001018302
Q501Y8	NP_001018606
Q501Z1	NP_001018535
Q501Z3	NP_001018533
Q501Z4	NP_001018532
Q501Z5	NP_001018605
Q501Z6	NP_001018531
Q501Z7	XP_695377
Q501Z8	NP_001018530
Q502A1	NP_001018529
Q502A6	NP_001019580
Q502A8	NP_001018527
Q502A9	NP_001018526
Q502B0	NP_001018603
Q502B2	NP_001018524
Q502B4	NP_001018522
Q502B7	NP_001018602
Q502C0	NP_001018519
Q502C1	NP_001018518
Q502C2	NP_001019595
Q502C3	NP_001018517
Q502C4	NP_001018516
Q502C8	NP_001019577
Q502C9	NP_001018515
Q502D1	NP_001018514
Q502D3	XP_694576
Q502D7	NP_001019601
Q502D8	NP_001019602
Q502D9	NP_001028266
Q502E1	NP_001018337
Q502E3	NP_001019603
Q502E4	NP_001018512
Q502E4	NP_001018512
Q502E5	NP_001019604
Q502E8	NP_001018510
Q502F0	NP_001018509
Q502F1	NP_001018508
Q502G0	NP_001019609
Q502G2	NP_001018601
Q502G3	NP_001018506
Q502G6	NP_001018307
Q502G8	NP_001018504
Q502H3	NP_001018503
Q502H4	XP_698797
Q502H7	NP_001018599
Q502H9	NP_001018502
Q502I0	NP_001018501
Q502I2	NP_001018499
Q502I3	NP_001018598
Q502I5	NP_001018497
Q502I6	NP_001018496
Q502I7	NP_001018493
Q502I9	NP_001018617
Q502J1	NP_001018491
Q502J4	NP_001018174
Q502J5	NP_001018489
Q502J6	NP_001018488
Q502J7	NP_001018487
Q502J8	NP_001018486
Q502J9	NP_001018597
Q502J9	NP_001018597
Q502K4	NP_001018485
Q502K5	NP_001018484
Q502L0	NP_001019583
Q502L1	NP_001018483
Q502L2	NP_001018303
Q502L4	NP_001018482
Q502L5	NP_001018481
Q502L6	XP_707290
Q502L7	NP_001018480
Q502L8	NP_001018479
Q502M0	NP_001018478
Q502M1	NP_001017550
Q502M2	NP_001018152
Q502M3	XP_701282
Q502M4	NP_001018477
Q502M7	XP_691038
Q502M8	NP_001018476
Q502M9	NP_001002440
Q502N0	NP_001018475
Q502N1	NP_001018474
Q502N3	NP_001018595
Q502N4	NP_001019586
Q502N5	NP_001018472
Q502N9	NP_001018471
Q502P0	NP_001018594
Q502P2	NP_001018470
Q502P7	NP_001018468
Q502P8	NP_001018593
Q502P9	NP_001018467
Q502Q0	NP_001018466
Q502Q3	NP_571881
Q502Q5	NP_001028761
Q502Q9	NP_571402
Q502R2	NP_998718
Q502R3	NP_998175
Q502R8	NP_956887
Q502R9	NP_932329
Q502S2	NP_001035087
Q502S8	NP_997746
Q502T1	NP_999948
Q502T5	NP_001001832
Q502T9	NP_001002572
Q502U3	NP_001003871
Q502U6	NP_001003981
Q502U6	NP_001003981
Q503B6	NP_001018465
Q503B6	NP_001018465
Q503B7	NP_001019544
Q503B9	XP_697041
Q503C3	XP_684706
Q503C4	NP_001019550
Q503C5	NP_001018591
Q503C5	NP_001018591
Q503C7	NP_001018464
Q503C8	NP_001018463
Q503C9	NP_001018462
Q503D0	XP_695302
Q503D1	NP_001018590
Q503D2	NP_001019559
Q503D3	NP_001018313
Q503D3	NP_001018313
Q503D4	NP_001018461
Q503D5	NP_001018460
Q503D6	NP_001018459
Q503D7	XP_709887
Q503E2	NP_001018589
Q503E4	NP_997991
Q503E5	NP_001018156
Q503E6	NP_001018326
Q503E7	XP_690976
Q503E8	NP_001018456
Q503E9	NP_001018163
Q503F0	NP_001018455
Q503F1	NP_001018454
Q503F2	NP_001020120
Q503F3	NP_001018588
Q503F3	NP_001018588
Q503F7	NP_001018453
Q503F8	NP_001018161
Q503F9	NP_001018451
Q503G0	NP_001018450
Q503G1	NP_001018449
Q503G3	NP_001018587
Q503G4	NP_001019561
Q503G6	NP_001018447
Q503G8	NP_001018308
Q503G9	XP_684962
Q503G9	XP_684962
Q503H1	NP_001018445
Q503H2	NP_001018444
Q503H3	NP_001018585
Q503H4	NP_001018443
Q503H5	NP_001018442
Q503H5	NP_001018442
Q503H7	NP_001018325
Q503H8	NP_001018160
Q503H9	NP_001018441
Q503I2	NP_001018439
Q503I3	NP_001018438
Q503I6	NP_001019821
Q503I7	NP_001018583
Q503I9	NP_001018436
Q503J2	NP_001018435
Q503J3	NP_001018434
Q503J4	NP_001019379
Q503J6	NP_571884
Q503J7	NP_571386
Q503K1	NP_878282
Q503K4	NP_945337
Q503K6	NP_991281
Q503L0	NP_001018433
Q503L1	NP_001018432
Q503L8	XP_696457
Q503L9	NP_001018431
Q503M2	NP_001019565
Q503M9	NP_001018582
Q503N1	NP_001018429
Q503N4	NP_001018428
Q503N6	NP_001018427
Q503P2	NP_001018426
Q503P3	NP_001018425
Q503P4	NP_001018424
Q503P5	NP_001018423
Q503P6	NP_001037791
Q503P7	NP_001018175
Q503P9	XP_695972
Q503Q0	NP_001018422
Q503Q5	NP_001018420
Q503Q7	NP_001003862
Q503Q8	NP_001018419
Q503Q9	NP_001018580
Q503R1	XP_686148
Q503R2	NP_001018418
Q503R3	NP_001018417
Q503R4	NP_001018416
Q503R5	NP_001018579
Q503R6	NP_001018415
Q503R7	NP_001018414
Q503R8	NP_001018413
Q503R9	NP_001018578
Q503S0	NP_001018412
Q503S4	NP_001018143
Q503S5	NP_001018151
Q503S6	NP_001018410
Q503S7	NP_001018577
Q503S8	NP_001018409
Q503S9	NP_001018408
Q503T0	NP_001018407
Q503T1	NP_001018406
Q503T2	NP_001018154
Q503T5	NP_001018405
Q503T8	NP_001018403
Q503U0	NP_001018575
Q503U1	XP_691175
Q503U3	NP_001018402
Q503U9	NP_001002570
Q503V1	NP_001018336
Q503V2	NP_001018401
Q503V3	NP_001018573
Q503V4	NP_001018400
Q503V5	NP_001018399
Q503V9	NP_001018398
Q503W1	NP_001019589
Q503W5	NP_001018396
Q503X1	XP_692343
Q503X4	NP_001018395
Q503X5	NP_001018394
Q503X5	NP_001018394
Q503X6	NP_001018393
Q503X7	NP_001018392
Q503X9	NP_001019597
Q503Y0	NP_001019385
Q503Y1	NP_001025241
Q503Y2	NP_001019570
Q503Y3	NP_001018571
Q503Y4	NP_001018391
Q503Y5	NP_001018390
Q503Y7	NP_001018389
Q503Y8	NP_001018388
Q503Z1	NP_001018387
Q503Z2	NP_001018386
Q503Z3	NP_001018385
Q503Z4	NP_001018384
Q503Z6	NP_001018383
Q503Z8	XP_691361
Q503Z8	XP_691361
Q504A0	NP_001018382
Q504A2	NP_001018381
Q504A3	NP_001018380
Q504A4	NP_001018379
Q504A6	NP_001019575
Q504A7	NP_001018568
Q504A9	NP_001018378
Q504B0	NP_001018377
Q504B1	NP_001018376
Q504B2	NP_001018335
Q504B4	NP_001027900
Q504B5	NP_001018375
Q504B6	NP_001018374
Q504B7	NP_001018373
Q504B8	NP_001018567
Q504B8	NP_001018567
Q504C0	NP_001019576
Q504C1	NP_001018372
Q504C3	NP_001019578
Q504C6	NP_001018371
Q504D0	NP_001018566
Q504D1	NP_001018370
Q504D2	NP_001018369
Q504D4	NP_001019579
Q504D5	NP_001017703
Q504D9	NP_001018565
Q504E2	NP_001018367
Q504E3	NP_001018366
Q504E5	NP_001018564
Q504E6	NP_001018365
Q504E7	NP_001025247
Q504E8	NP_001019823
Q504F0	NP_001003865
Q504F1	NP_001005939
Q504F3	NP_001018364
Q504F4	NP_001003850
Q504F5	NP_001018177
Q504F6	NP_001018563
Q504F7	NP_001018363
Q504F8	NP_001018362
Q504F9	NP_001018361
Q504G0	NP_001018360
Q504G1	NP_001018562
Q504G2	NP_001018359
Q504G3	NP_001018358
Q504G4	XP_685630
Q504G6	NP_001018357
Q504G8	XP_689017
Q504H3	NP_571894
Q504H4	NP_571909
Q504H4	NP_571909
Q504H8	NP_571709
Q504I0	NP_571956
Q504K8	NP_991151
Q508P7	NP_001018321
Q508P8	NP_001018343
Q50D78	NP_001007780
Q50D79	NP_001018616
Q50J65	NP_001019617
Q50LC6	NP_001018349
Q50LF4	NP_001018618
Q50LF4	NP_001018618
Q52JI4	XP_698327
Q52JI6	NP_001017738
Q52JI7	NP_001018135
Q52KK6	NP_001018333
Q52KK7	NP_001018330
Q52KK8	NP_001018332
Q52KK9	NP_001018331
Q52KL1	NP_001018334
Q52NV5	NP_571353
Q52PJ3	NP_001018353
Q52PJ4	NP_001018352
Q52PJ5	NP_001018348
Q52PJ6	NP_001018561
Q52PJ7	NP_001018159
Q52UP7	NP_001002599
Q52W08	NP_001020636
Q52WX5	XP_693506
Q52WX7	NP_001037861
Q52WY2	NP_001018130
Q52WY6	NP_956334
Q52WY6	NP_956334
Q52WY8	NP_001002591
Q533H0	NP_001018355
Q535D7	NP_956080
Q535D9	NP_001018314
Q53A16	NP_001018350
Q53B62	NP_001018139
Q53B63	NP_001017712
Q53B64	XP_682832
Q53CM6	NP_001025395
Q53VM5	NP_001018354
Q53VM6	XP_697776
Q561P6	NP_001017538
Q561S5	NP_001017401
Q561S9	NP_001019567
Q561S9	NP_001019567
Q561T1	NP_001017669
Q561T2	NP_001017678
Q561T4	NP_001017688
Q561T5	NP_001017698
Q561T6	NP_001017771
Q561T7	NP_001017780
Q561T8	NP_001017782
Q561U0	NP_001017807
Q561U2	NP_001017635
Q561U3	XP_687331
Q561U4	NP_001017724
Q561U5	NP_001017729
Q561U7	NP_001017753
Q561U8	XP_700654
Q561W8	NP_001017585
Q561W9	NP_001017399
Q561X0	NP_001017874
Q561X1	NP_001017878
Q561X2	XP_709813
Q561X3	NP_001017883
Q561X4	NP_001017565
Q561X8	NP_001017791
Q561X9	NP_001017809
Q561Y0	NP_001017621
Q561Y1	NP_001017624
Q561Y2	NP_001017629
Q561Y3	NP_001017826
Q561Y6	NP_001017573
Q561Y7	NP_571750
Q561Y8	NP_001017400
Q561Z2	NP_571923
Q563W7	NP_001025232
Q564A4	NP_001025424
Q566E7	NP_001017911
Q566E8	NP_001017912
Q566M8	NP_001017554
Q566N0	NP_001017887
Q566N1	NP_001017894
Q566N2	NP_001017897
Q566N4	NP_001017559
Q566N6	NP_001017892
Q566N7	NP_001017881
Q566N9	NP_001017876
Q566P1	NP_001017875
Q566P2	NP_001017904
Q566P3	NP_001017905
Q566P4	NP_001017564
Q566P6	NP_001017891
Q566Q0	NP_001017909
Q566R8	NP_001017744
Q566R9	NP_001017746
Q566S1	XP_685091
Q566S2	NP_001017754
Q566S4	NP_001017755
Q566S6	NP_001017758
Q566S9	NP_001017762
Q566T0	NP_001017766
Q566T5	NP_001017655
Q566T6	NP_001017658
Q566T7	NP_001017659
Q566T9	NP_001017668
Q566U3	NP_001017676
Q566U4	NP_001017677
Q566U7	NP_001017679
Q566V0	NP_001017687
Q566V2	NP_001017693
Q566V3	NP_001017695
Q566V8	NP_001017696
Q566V9	NP_001017697
Q566W1	NP_001017772
Q566W5	NP_001017793
Q566W6	NP_001017797
Q566W7	NP_001017798
Q566X0	NP_001017810
Q566X1	NP_001017811
Q566X5	NP_001017610
Q566X6	NP_001017612
Q566X8	NP_001017625
Q566X9	NP_001017630
Q566Y1	NP_001017638
Q566Y4	NP_001017641
Q566Y7	NP_001017699
Q566Y8	NP_001017700
Q566Y9	NP_001017701
Q566Z3	NP_001017702
Q566Z5	NP_001017704
Q566Z6	NP_001017705
Q566Z7	NP_001017706
Q566Z9	NP_001017707
Q567A1	NP_001017709
Q567A2	NP_001017710
Q567A6	NP_001017713
Q567A9	NP_001017714
Q567B0	NP_001017715
Q567B1	NP_001017716
Q567B2	NP_001017717
Q567B3	NP_001017718
Q567B4	NP_001017719
Q567B7	NP_001017720
Q567B8	NP_001017721
Q567C3	NP_001017723
Q567C5	NP_001017725
Q567C6	NP_001017726
Q567C7	NP_001017727
Q567C7	NP_001017727
Q567D0	NP_001017731
Q567D1	NP_001017732
Q567D3	NP_001017734
Q567D4	NP_001017735
Q567D5	NP_001017736
Q567D7	NP_001017737
Q567E0	NP_001017739
Q567E1	NP_001012371
Q567E2	NP_001017740
Q567E4	NP_001017743
Q567E5	NP_001017745
Q567E7	NP_001017748
Q567E8	NP_001017750
Q567F0	NP_001017752
Q567F1	NP_001017756
Q567F4	NP_001017763
Q567F5	NP_001017764
Q567F6	NP_001017765
Q567F8	NP_001017768
Q567G0	NP_001017769
Q567G1	NP_001017770
Q567G2	NP_001017646
Q567G4	NP_001017648
Q567G5	NP_001017649
Q567G7	NP_001017651
Q567G8	NP_001017652
Q567G9	NP_001017653
Q567H0	NP_001017654
Q567H1	NP_001017656
Q567H2	NP_001017662
Q567H4	NP_001017664
Q567H5	NP_001017665
Q567H6	NP_001017666
Q567H7	NP_001017667
Q567H8	NP_001017670
Q567I0	NP_001017671
Q567I1	NP_001039025
Q567I3	XP_699741
Q567I4	NP_001017673
Q567I5	NP_001017675
Q567I6	NP_001017681
Q567I8	NP_001017683
Q567I9	NP_001017684
Q567J0	XP_699288
Q567J2	NP_001017685
Q567J3	NP_001017686
Q567J3	NP_001017686
Q567J4	NP_001017689
Q567J5	NP_001017690
Q567J6	NP_001017691
Q567J7	NP_001017692
Q567J8	NP_001017694
Q567K1	NP_001017783
Q567K3	NP_001017803
Q567K4	NP_001017808
Q567K5	NP_001017619
Q567K6	NP_571846
Q567L0	NP_571186
Q567L7	NP_998490
Q567L9	NP_998372
Q567M2	NP_958496
Q567M3	NP_991278
Q567N3	NP_001003415
Q567N5	NP_001003844
Q567N8	NP_001004013
Q567V6	NP_001017583
Q567V9	NP_001017584
Q567W0	NP_001017586
Q567W1	NP_001017587
Q567W2	NP_001017588
Q567W4	NP_001017590
Q567W6	NP_001017861
Q567W7	NP_001017862
Q567W8	NP_001017863
Q567W8	NP_001017863
Q567X0	NP_001017864
Q567X2	NP_001017866
Q567X3	NP_001017867
Q567X4	NP_001017868
Q567X6	NP_001017869
Q567X7	NP_001017870
Q567X8	NP_001017871
Q567X9	NP_001017872
Q567Y0	NP_001017873
Q567Y0	NP_001017873
Q567Y2	NP_001017877
Q567Y4	NP_001017880
Q567Y4	NP_001017880
Q567Y5	NP_001017882
Q567Y8	NP_001017886
Q567Y8	NP_001017886
Q567Z1	XP_698070
Q567Z2	NP_571468
Q567Z3	NP_001017888
Q567Z4	NP_001017889
Q567Z5	NP_001017890
Q567Z6	NP_001017893
Q567Z9	NP_001017895
Q568A0	NP_001017896
Q568A1	NP_001017898
Q568A4	NP_001017900
Q568A5	NP_001017901
Q568A6	NP_001017902
Q568A8	NP_001017906
Q568A9	NP_001017907
Q568B2	NP_001017555
Q568B3	NP_001017557
Q568B4	NP_001017558
Q568B5	NP_001003417
Q568B7	NP_001017560
Q568B8	NP_001017561
Q568B9	NP_001017562
Q568C0	XP_697192
Q568C1	NP_001017563
Q568C9	NP_001017657
Q568D0	NP_001017660
Q568D1	NP_001017773
Q568D2	NP_001017774
Q568D3	NP_001017775
Q568D4	NP_001017776
Q568D5	NP_001017777
Q568D6	NP_001017778
Q568D8	NP_001017781
Q568D9	NP_001017784
Q568E1	NP_001017785
Q568E3	NP_001017788
Q568E4	NP_001017789
Q568E7	NP_001017792
Q568F0	NP_001017795
Q568F1	NP_001017799
Q568F2	NP_001017800
Q568F4	NP_001017802
Q568F6	NP_001017804
Q568F7	NP_001017805
Q568F8	NP_001017806
Q568G2	NP_001018093
Q568G3	NP_999888
Q568G4	NP_001017812
Q568G6	NP_001017813
Q568G7	NP_001017814
Q568G8	NP_001017591
Q568G9	NP_001017592
Q568H0	NP_001017593
Q568H1	NP_001037783
Q568H2	NP_001017594
Q568H3	NP_001017595
Q568H3	NP_001017595
Q568H4	NP_001017596
Q568H6	NP_001017598
Q568H8	NP_001017600
Q568H9	NP_001017601
Q568I1	NP_001017602
Q568I4	NP_001017605
Q568I5	NP_001013478
Q568I8	NP_001017606
Q568I9	NP_001017607
Q568J0	NP_001017608
Q568J1	NP_001017611
Q568J3	NP_001017614
Q568J4	NP_001017615
Q568J5	NP_001017616
Q568J6	NP_001017617
Q568J7	NP_001017618
Q568J8	NP_001017620
Q568J9	NP_001017622
Q568K0	NP_001017623
Q568K1	NP_001017626
Q568K3	NP_001017628
Q568K5	NP_001017632
Q568K6	NP_997993
Q568K7	NP_001017633
Q568K8	NP_001017634
Q568K9	NP_001017636
Q568L0	NP_001015060
Q568L1	NP_001017637
Q568L4	NP_001017639
Q568L5	NP_001017640
Q568L6	NP_001017642
Q568L7	NP_001017643
Q568L8	NP_001017644
Q568L9	NP_001017645
Q568M0	NP_001017815
Q568M0	NP_001017815
Q568M1	NP_001017816
Q568M2	XP_693990
Q568M3	NP_001017817
Q568M4	NP_001017818
Q568M5	NP_001017819
Q568M6	XP_700369
Q568M7	NP_001017820
Q568M8	NP_001017821
Q568M9	NP_001017822
Q568N1	NP_001017825
Q568N2	NP_001017827
Q568N5	NP_001017830
Q568N8	NP_001017832
Q568N9	NP_001017833
Q568P0	NP_001017834
Q568P1	NP_001017835
Q568P2	NP_001017836
Q568P3	NP_001017837
Q568P3	NP_001017837
Q568P4	NP_001017838
Q568P5	NP_001017839
Q568P6	NP_001017840
Q568P8	NP_001017841
Q568Q0	NP_001017843
Q568Q1	NP_001017844
Q568Q2	NP_001017845
Q568Q4	NP_001017846
Q568Q6	NP_001017849
Q568Q7	NP_001017850
Q568Q8	NP_001017851
Q568Q9	NP_001017852
Q568R0	NP_001017853
Q568R2	NP_001017854
Q568R3	NP_001017855
Q568R4	NP_001017856
Q568R5	NP_001017857
Q568R6	NP_001017858
Q568R7	NP_001017859
Q568R8	NP_001018327
Q568R9	NP_001017567
Q568S0	NP_001017568
Q568S1	NP_001017569
Q568S2	NP_001017570
Q568S3	NP_001003416
Q568S7	NP_001017572
Q568S8	NP_001017574
Q568S9	NP_001017575
Q568T3	NP_001017576
Q568T5	NP_001017578
Q568T7	NP_001017579
Q568T8	NP_001017580
Q568U3	NP_001017824
Q568U4	NP_571841
Q568U8	NP_571355
Q568U9	NP_571706
Q568V0	XP_698247
Q568V4	NP_571227
Q568W5	NP_919375
Q568W6	NP_919379
Q568W8	NP_944601
Q568X1	NP_991202
Q568X4	NP_991308
Q569P1	NP_001017910
Q569P2	XP_695070
Q569P3	XP_699837
Q569P4	NP_001017913
Q569P6	NP_001017566
Q569P7	NP_852102
Q56A34	NP_001017543
Q56A35	NP_001017542
Q56A38	NP_001017540
Q56A46	NP_001017548
Q56A47	NP_001017552
Q56A48	NP_001017549
Q56A48	NP_001017549
Q56A50	NP_001017547
Q56A52	NP_001017551
Q56A54	NP_001017553
Q56A55	NP_001017544
Q56A56	NP_001017545
Q56A57	NP_001017546
Q56E97	XP_697676
Q56G02	NP_001018347
Q56JH5	XP_682759
Q56P19	NP_001018339
Q56VC8	NP_571585
Q571R1	NP_001018328
Q571R1	NP_001018328
Q588C1	NP_001018153
Q588C2	NP_001018144
Q588C3	NP_001018312
Q588C4	NP_001018150
Q588C5	NP_001018315
Q588C6	NP_001020621
Q588C7	NP_571461
Q58DX3	NP_001007781
Q58E00	NP_997861
Q58E00	NP_997861
Q58EB0	NP_001014327
Q58EB2	NP_001014339
Q58EB4	NP_001014338
Q58EB6	NP_001014337
Q58EB9	NP_001014815
Q58EC0	NP_001014371
Q58EC1	NP_001014368
Q58EC4	NP_001014376
Q58EC7	NP_001002875
Q58EC8	NP_001014380
Q58EC9	NP_001014319
Q58ED1	NP_001014332
Q58ED3	NP_001014348
Q58EE0	NP_001014352
Q58EE9	NP_571448
Q58EF1	NP_001014375
Q58EF5	XP_688749
Q58EF6	NP_001014384
Q58EF7	NP_001014385
Q58EF9	NP_001014318
Q58EG0	NP_001014316
Q58EG2	NP_001014325
Q58EG4	NP_001014330
Q58EG7	XP_701007
Q58EH3	NP_001014357
Q58EH5	NP_001014361
Q58EH6	NP_001014362
Q58EH7	NP_001014363
Q58EI2	NP_001014374
Q58EI3	NP_001014373
Q58EI6	XP_691257
Q58EI8	XP_692718
Q58EI9	NP_001014378
Q58EJ4	NP_001014388
Q58EJ5	NP_001014387
Q58EJ6	NP_001014386
Q58EJ8	NP_001014340
Q58EJ9	NP_001014389
Q58EK0	NP_001014317
Q58EK1	NP_001014323
Q58EK2	NP_001014324
Q58EK3	NP_001014322
Q58EK3	NP_001014322
Q58EK7	NP_001014329
Q58EK7	NP_001014329
Q58EK7	NP_001014329
Q58EK9	NP_001014331
Q58EL2	NP_001014335
Q58EL4	NP_571254
Q58EL6	NP_001014350
Q58EL8	XP_685889
Q58EM0	NP_001014349
Q58EM6	NP_001014356
Q58EM7	NP_001014355
Q58EN0	NP_001014360
Q58EN2	NP_001014359
Q58EN4	NP_001014365
Q58EN8	NP_001014370
Q58EN9	NP_001014369
Q58EP0	NP_001014372
Q58EP5	NP_001014377
Q58EP7	NP_001014379
Q58EP8	NP_001014381
Q58EP8	NP_001014381
Q58EQ0	NP_001014343
Q58EQ1	NP_878275
Q58EQ3	NP_001014341
Q58EQ7	NP_991134
Q58EQ9	XP_689596
Q58ER0	NP_001014392
Q58ER1	NP_001014315
Q58ER2	NP_001014314
Q58ER3	NP_001014312
Q58ER5	NP_001014393
Q58ER9	XP_688277
Q58ES0	NP_001014345
Q58FS4	NP_001018320
Q58G59	NP_001014816
Q58HR4	NP_001007287
Q58QD2	NP_001018620
Q58T08	NP_001018345
Q58WW8	NP_001018342
Q597F7	NP_001014814
Q597G5	NP_001018340
Q59I62	NP_001002327
Q59I63	NP_001018317
Q59I64	NP_001018310
Q5BIZ9	NP_001013573
Q5BJ00	NP_001013574
Q5BJ01	NP_001013499
Q5BJ04	NP_001013522
Q5BJ07	NP_001013505
Q5BJ09	NP_001013518
Q5BJ09	NP_001013518
Q5BJ10	NP_001013517
Q5BJ11	NP_001013515
Q5BJ11	NP_001013515
Q5BJ11	NP_001013515
Q5BJ14	NP_001013529
Q5BJ15	XP_698663
Q5BJ17	NP_001013523
Q5BJ19	NP_001013467
Q5BJ20	NP_001013470
Q5BJA1	NP_001013473
Q5BJA2	NP_001013474
Q5BJA4	NP_001013471
Q5BJA8	NP_001007783
Q5BJB0	NP_001013565
Q5BJB1	NP_001013567
Q5BJB5	NP_001013475
Q5BJB7	NP_001013476
Q5BJB8	NP_001013477
Q5BJC0	NP_001013483
Q5BJC4	NP_001013472
Q5BJC7	NP_001013479
Q5BJC8	NP_001013480
Q5BJD1	NP_001013485
Q5BJD2	NP_001013486
Q5BJJ1	NP_001013488
Q5BJJ2	NP_001001590
Q5BJJ3	NP_001013489
Q5BJJ5	NP_001013491
Q5BJJ6	NP_001013492
Q5BJJ8	NP_001013494
Q5BJJ9	XP_683938
Q5BJK0	NP_001013495
Q5BJK1	NP_001013496
Q5BJK2	NP_001013497
Q5BJK3	NP_001013498
Q5BJK4	NP_001013535
Q5BJK5	NP_001013536
Q5BJK6	NP_001013537
Q5BKV3	NP_001013533
Q5BKV4	NP_001013534
Q5BKV6	XP_700719
Q5BKV7	XP_688984
Q5BKV8	NP_001013464
Q5BKV9	XP_707611
Q5BKV9	XP_707611
Q5BKV9	XP_707611
Q5BKW2	NP_001013538
Q5BKW3	NP_001013539
Q5BKW4	NP_001013540
Q5BKW5	NP_963878
Q5BKW6	NP_001013544
Q5BKW9	NP_001013547
Q5BKX0	NP_001013548
Q5BKX1	NP_001013549
Q5BKX2	NP_001013550
Q5BKX3	NP_001013551
Q5BL20	NP_001013541
Q5BL21	NP_001013542
Q5BL22	NP_001013543
Q5BL23	NP_997970
Q5BL24	NP_001013553
Q5BL25	NP_001013554
Q5BL26	NP_001013555
Q5BL28	NP_001013557
Q5BL29	NP_001013558
Q5BL32	NP_001013561
Q5BL34	NP_001013563
Q5BL36	NP_001013463
Q5BL96	NP_001013569
Q5BL99	NP_001025171
Q5BL99	NP_001025171
Q5BLA5	NP_001013502
Q5BLA6	NP_001013503
Q5BLA7	NP_001013570
Q5BLA8	NP_001013571
Q5BLA9	NP_001013500
Q5BLB0	NP_001013501
Q5BLB2	NP_001013504
Q5BLB6	NP_001013528
Q5BLB8	NP_001013579
Q5BLC0	NP_001013589
Q5BLC7	NP_001013527
Q5BLC9	NP_001013526
Q5BLD0	NP_001013532
Q5BLD1	NP_001013530
Q5BLD2	NP_001013531
Q5BLD6	NP_001013580
Q5BLD8	NP_001013584
Q5BLD9	NP_001013582
Q5BLE2	NP_001013575
Q5BLE5	NP_001013585
Q5BLE6	NP_001013468
Q5BLE9	NP_001013586
Q5BLF0	NP_001013587
Q5BLF3	NP_001013591
Q5BLF6	NP_001015058
Q5BLF7	NP_001013466
Q5BLF8	NP_001013507
Q5BLF9	NP_001013508
Q5BLG0	NP_001013506
Q5BLG3	NP_001013511
Q5BLG4	NP_001013510
Q5BLG5	NP_001013509
Q5BLG7	NP_001013513
Q5BLH0	NP_001025399
Q5BLH1	NP_001013514
Q5BLH3	NP_001013521
