UNIPROT	GI
Q6NYR7	46309477
Q6NYR8	46309471
Q6NYR9	47086975
Q6NYS0	41055917
Q6NYS3	45433528
Q6NYS4	54312133
Q6NYS5	46309479
Q6NYS6	46309569
Q6NYS7	41055542
Q6NYS8	47085831
Q6NYT0	46309521
Q6NYT1	46309529
Q6NYT2	49227265
Q6NYT3	41152410
Q6NYT8	46309545
Q6NYT9	45433526
Q6NYU2	47086099
Q6NYU3	18858289
Q6NYU4	41054001
Q6NYU5	46309551
Q6NYU8	67972636
Q6NYV0	41055078
Q6NYV1	41055708
Q6NYV2	41053545
Q6NYV3	41054677
Q6NYV4	46309511
Q6NYV5	47550711
Q6NYV7	47086889
Q6NYV8	47086103
Q6NYW2	45433543
Q6NYW3	46309539
Q6NYW8	47550715
Q6NYX0	46309557
Q6NYX1	46309533
Q6NYX3	46309493
Q6NYX5	18858963
Q6NYX6	46309465
Q6NYX8	46309519
Q6NYY0	41053605
Q6NYY3	46309467
Q6NYY4	46309495
Q6NYY6	49227361
Q6NYY8	41393161
Q6NYY8	68355008
Q6NYY9	46309489
Q6NYZ3	46309523
Q6NYZ4	46309481
Q6NYZ5	55742593
Q6NYZ6	47086085
Q6NZ00	46309475
Q6NZ01	41282113
Q6NZ03	41053485
Q6NZ09	76253863
Q6NZ11	46309509
Q6NZ13	46309559
Q6NZ14	41054756
Q6NZ15	41393113
Q6NZ16	46309547
Q6NZ18	47086845
Q6NZ21	47086037
Q6NZ22	46309507
Q6NZ22	68354400
Q6NZ23	46309485
Q6NZ26	46309567
Q6NZ28	47086913
Q6NZ30	46309513
Q6NZ31	47085951
Q6NZ32	47086437
Q6NZI0	57526794
Q6NZR9	47085981
Q6NZS1	42734371
Q6NZS2	41055620
Q6NZS5	45387819
Q6NZS6	45387811
Q6NZS7	47550747
Q6NZT0	55742579
Q6NZT2	45387559
Q6NZT3	42734412
Q6NZT4	47271427
Q6NZT6	41053905
Q6NZT7	45387815
Q6NZT8	45387809
Q6NZU0	41054109
Q6NZU2	45387817
Q6NZU4	54291725
Q6NZU6	47550749
Q6NZU8	45387821
Q6NZV1	45387813
Q6NZV2	38707991
Q6NZV3	45387825
Q6NZV4	45387565
Q6NZV7	41054291
Q6NZW0	45387543
Q6NZW1	47086635
Q6NZW2	45387549
Q6NZW3	45387807
Q6NZW5	42409521
Q6NZW9	18858991
Q6NZX0	45387557
Q6NZZ0	58801512
Q6NZZ1	45387697
Q6NZZ2	45387521
Q6NZZ2	57524652
Q6NZZ3	45387717
Q6NZZ8	47086017
Q6P001	45387711
Q6P003	47087077
Q6P005	45387795
Q6P006	55742561
Q6P007	45387523
Q6P009	45387805
Q6P010	45387793
Q6P011	45387731
Q6P014	42734415
Q6P015	47085987
Q6P016	45387707
Q6P018	45387745
Q6P020	68436615
Q6P021	45387791
Q6P024	45387721
Q6P027	45387797
Q6P031	45387715
Q6P032	47086003
Q6P036	55742573
Q6P037	41055915
Q6P038	47086681
Q6P040	45387739
Q6P041	60678280
Q6P042	30410758
Q6P043	47086021
Q6P043	68372797
Q6P0A8	45387757
Q6P0B1	35903017
Q6P0B2	50540536
Q6P0B3	45387801
Q6P0B5	47086511
Q6P0C0	45387705
Q6P0C1	45387561
Q6P0C4	45387545
Q6P0C7	45387537
Q6P0C9	18858685
Q6P0D1	45387725
Q6P0D4	42734418
Q6P0D7	18858813
Q6P0D8	45387753
Q6P0D9	50233904
Q6P0E0	45387535
Q6P0E2	51556247
Q6P0E3	56090160
Q6P0E5	50233899
Q6P0F2	55925492
Q6P0F3	45387729
Q6P0F4	41053977
Q6P0F5	45387799
Q6P0F7	41055034
Q6P0F8	42476241
Q6P0G2	45387723
Q6P0G3	45387751
Q6P0G6	41053385
Q6P0G8	47086917
Q6P0H2	45387531
Q6P0H3	45387733
Q6P0H4	41054856
Q6P0H7	45387727
Q6P0H9	47086599
Q6P0I2	47085943
Q6P0I3	56790260
Q6P0I3	68367923
Q6P0I7	41152203
Q6P0I8	66472734
Q6P0J1	47271429
Q6P0J2	30017427
Q6P0J5	45387533
Q6P0J6	45387737
Q6P0J7	45387761
Q6P0J9	45387713
Q6P0K1	45387741
Q6P0K3	45544644
Q6P0K4	45592938
Q6P0K5	41054563
Q6P0R4	45387777
Q6P0R5	45387527
Q6P0R9	45433520
Q6P0S1	47086063
Q6P0S2	47086069
Q6P0S3	45387773
Q6P0S6	45387775
Q6P0S8	47085985
Q6P0S9	41054613
Q6P0T0	54261777
Q6P0T1	45387771
Q6P0T2	41053603
Q6P0T3	47085991
Q6P0T4	41053875
Q6P0T6	68436109
Q6P0T8	45387767
Q6P0T8	68437865
Q6P0U0	45387781
Q6P0U2	41152423
Q6P0U3	41055951
Q6P0U6	41054551
Q6P0U7	76253771
Q6P0V0	45387779
Q6P0V1	41393143
Q6P0V7	45387789
Q6P0V8	40254661
Q6P0V9	47086079
Q6P0W1	41054593
Q6P0W3	45387763
Q6P0Y7	41056221
Q6P0Z0	42476244
Q6P0Z1	41055488
Q6P0Z2	45387679
Q6P0Z3	45387681
Q6P0Z5	41282184
Q6P0Z8	45387683
Q6P0Z9	45387677
Q6P100	46559758
Q6P101	45387691
Q6P102	68383850
Q6P108	50355961
Q6P109	47086551
Q6P110	45387685
Q6P111	42476222
Q6P112	45387695
Q6P114	45387553
Q6P115	47086055
Q6P117	56090166
Q6P119	47086471
Q6P120	45387687
Q6P121	45387673
Q6P122	47086061
Q6P123	41053686
Q6P124	41053933
Q6P129	45592944
Q6P131	45387703
Q6P135	47086927
Q6P267	57526709
Q6P295	41056029
Q6P296	47086685
Q6P297	41053841
Q6P299	41054397
Q6P2A0	41053839
Q6P2A1	41053830
Q6P2A2	41053828
Q6P2A9	47085903
Q6P2B0	47086745
Q6P2M0	41053327
Q6P2T0	41053814
Q6P2T1	41054443
Q6P2T2	41053812
Q6P2T3	47085997
Q6P2T4	41053806
Q6P2T5	47086645
Q6P2T7	41053794
Q6P2T9	41054707
Q6P2U2	56790258
Q6P2U4	47271433
Q6P2U5	41053393
Q6P2U6	41053947
Q6P2U8	41053792
Q6P2V0	41053782
Q6P2V0	68441735
Q6P2V0	68441747
Q6P2V0	68441791
Q6P2V0	68441835
Q6P2V1	47550737
Q6P3G1	40538764
Q6P3G2	41054611
Q6P3G3	50233901
Q6P3G5	41053780
Q6P3G8	47086077
Q6P3G9	41053774
Q6P3H1	41053772
Q6P3H3	47086715
Q6P3H4	41053762
Q6P3H6	47085983
Q6P3H8	41054509
Q6P3H9	41393185
Q6P3I0	41053760
Q6P3I1	41054259
Q6P3I3	56090196
Q6P3I5	41053752
Q6P3I6	41054697
Q6P3I8	41053742
Q6P3J0	41054343
Q6P3J1	45356145
Q6P3J2	55742559
Q6P3J5	41386743
Q6P3J6	41053740
Q6P3J7	41056039
Q6P3J9	47086461
Q6P3K2	41053730
Q6P3K4	47086071
Q6P3K6	45544642
Q6P3L1	41053728
Q6P3L2	56799381
Q6P3L3	68442937
Q6P3L8	41053722
Q6P3L9	41282194
Q6P3M3	35903168
Q6P3M5	68399220
Q6P402	41053710
Q6P403	41053708
Q6P404	41053698
Q6P406	41054061
Q6P4P2	41152363
Q6P4P5	41152161
Q6P4P6	41053690
Q6P4P7	41152315
Q6P4P8	41152317
Q6P4U1	56790315
Q6P4U6	41053688
Q6P4U7	41282147
Q6P4U7	68404009
Q6P4U8	41053678
Q6P4U9	41053676
Q6P4V2	47086755
Q6P4V3	24119251
Q6P4V5	41053664
Q6P4V6	41054237
Q6P580	30089692
Q6P5J0	48762520
Q6P5J1	68372522
Q6P5J2	41053654
Q6P5J7	41054774
Q6P5J9	41054409
Q6P5K1	41053642
Q6P5K5	41053333
Q6P5K6	41053632
Q6P5K9	41053630
Q6P5L0	41054489
Q6P5L2	56090162
Q6P5L4	41053623
Q6P5L5	41053621
Q6P5L6	41053611
Q6P5L7	68366230
Q6P5L8	41054573
Q6P5M1	68373655
Q6P5M3	42415539
Q6P5M7	47086073
Q6P5M9	38488739
Q6P5N0	41152353
Q6P603	32308153
Q6P604	41152061
Q6P605	41053599
Q6P607	47086405
Q6P608	41152006
Q6P612	18858409
Q6P694	47085871
Q6P695	41053589
Q6P696	47085917
Q6P697	41054361
Q6P6E0	41054299
Q6P6E2	41053335
Q6P6E5	41053587
Q6P6E7	47086001
Q6P6E8	41053575
Q6P6F0	41053565
Q6P6X6	57770424
Q6P6Y3	41054433
Q6P6Y4	41053555
Q6P7E1	41053391
Q6P7E2	41053543
Q6P7X5	47087317
Q6P7X5	68359990
Q6P7Y2	41053369
Q6P7Y3	47087297
Q6P935	41152435
Q6P936	41387144
Q6P937	57526699
Q6P938	18858921
Q6P941	41387192
Q6P942	41387198
Q6P947	52694648
Q6P948	53749653
Q6P948	68359881
Q6P950	41152149
Q6P952	68361974
Q6P952	68361980
Q6P954	41152163
Q6P957	57526704
Q6P960	41152193
Q6P962	54261781
Q6P963	41053309
Q6P965	41152258
Q6P967	41152264
Q6P969	41152382
Q6P970	41152287
Q6P971	41152299
Q6P971	68374174
Q6P972	54261761
Q6P974	41152325
Q6P976	41152394
Q6P978	41152361
Q6P984	41282110
Q6P9P2	47086607
Q6P9P3	47085781
Q6P9P4	41053519
Q6P9P5	41053923
Q6P9Z2	41054055
Q6P9Z2	68401720
Q6P9Z3	41054045
Q6P9Z4	41054155
Q6PBA2	47085911
Q6PBA3	41054331
Q6PBA6	41393105
Q6PBA8	40786523
Q6PBH4	57526740
Q6PBH8	41387116
Q6PBH9	41387122
Q6PBI0	54261767
Q6PBI1	41387120
Q6PBI2	41152388
Q6PBI4	41053497
Q6PBI6	41387124
Q6PBI6	68371146
Q6PBI7	41387130
Q6PBI8	41152445
Q6PBJ1	41387128
Q6PBJ2	41387134
Q6PBJ4	41387132
Q6PBJ6	41387136
Q6PBJ8	41152406
Q6PBJ9	57526755
Q6PBK0	54261773
Q6PBK1	41387142
Q6PBK4	41152417
Q6PBK7	54261779
Q6PBL1	41387148
Q6PBL2	41152480
Q6PBL4	41387152
Q6PBL5	41387160
Q6PBL6	41387156
Q6PBL7	41387164
Q6PBM2	41387170
Q6PBM2	68382505
Q6PBM3	41152415
Q6PBN3	47271368
Q6PBN3	68371886
Q6PBN3	68371894
Q6PBN6	42627883
Q6PBP0	41152390
Q6PBP1	41387190
Q6PBP2	41387194
Q6PBP3	41152451
Q6PBP4	41387202
Q6PBP6	41387200
Q6PBP8	41387206
Q6PBQ4	41152431
Q6PBQ9	41152120
Q6PBR1	68383097
Q6PBR3	41152441
Q6PBR5	41152466
Q6PBR6	41152118
Q6PBS0	41152122
Q6PBS1	41152437
Q6PBS2	41152128
Q6PBS5	41152130
Q6PBS7	41152134
Q6PBS8	41152140
Q6PBS9	41152138
Q6PBT0	41152429
Q6PBT1	41152144
Q6PBT2	41152142
Q6PBT3	54261791
Q6PBT5	41152147
Q6PBU0	57526679
Q6PBU4	41152155
Q6PBU5	57526684
Q6PBU6	41152408
Q6PBU7	41152159
Q6PBU7	68362448
Q6PBV3	57526722
Q6PBV4	41152169
Q6PBV5	41152167
Q6PBV7	41152433
Q6PBV9	41152177
Q6PBW0	41152396
Q6PBW3	41152464
Q6PBW4	53749651
Q6PBW5	41152181
Q6PBW6	42627881
Q6PBW7	41152179
Q6PBW8	41152185
Q6PBW9	41386741
Q6PBX1	41152183
Q6PBX2	66773354
Q6PBX4	30231266
Q6PBX6	41152398
Q6PBX8	41152189
Q6PBX9	41152455
Q6PBY2	54261763
Q6PBY4	41152197
Q6PBY6	41152392
Q6PBY6	68362198
Q6PBY7	41152478
Q6PBY8	41152201
Q6PBY9	57526726
Q6PBZ1	41152461
Q6PBZ2	41152199
Q6PBZ5	40353235
Q6PBZ7	41152241
Q6PBZ7	68388274
Q6PBZ8	41152247
Q6PBZ9	41152245
Q6PC01	41152251
Q6PC05	51783967
Q6PC06	41386739
Q6PC07	41152371
Q6PC07	68397004
Q6PC08	41152254
Q6PC10	41152384
Q6PC11	41152260
Q6PC13	41152494
Q6PC15	41152262
Q6PC16	41152268
Q6PC18	41152266
Q6PC19	41152271
Q6PC22	41152275
Q6PC22	68367134
Q6PC26	41152419
Q6PC32	41152277
Q6PC33	41152373
Q6PC35	27545291
Q6PC36	41152281
Q6PC38	41152377
Q6PC41	41152291
Q6PC42	41152413
Q6PC43	41152289
Q6PC45	41152293
Q6PC46	41152297
Q6PC47	41152303
Q6PC48	47155579
Q6PC49	41152301
Q6PC51	54261771
Q6PC53	41152400
Q6PC55	41152305
Q6PC56	41152311
Q6PC57	41152309
Q6PC57	68360738
Q6PC58	41152425
Q6PC64	41152490
Q6PC68	33504543
Q6PC70	41152323
Q6PC71	41152486
Q6PC72	41152321
Q6PC73	54261769
Q6PC74	41152327
Q6PC76	41053495
Q6PC77	41152334
Q6PC79	41053489
Q6PC80	27545223
Q6PC81	41152332
Q6PC82	41152453
Q6PC83	68417957
Q6PC85	41152336
Q6PC86	41152342
Q6PC89	41152346
Q6PC90	41152459
Q6PC90	68402572
Q6PC91	41152344
Q6PC93	41152386
Q6PC94	41152348
Q6PCA5	68371232
Q6PCQ9	41054219
Q6PCR0	41054249
Q6PCR1	40548308
Q6PCR2	47087219
Q6PCR3	50080170
Q6PCR4	41053487
Q6PCR5	41053477
Q6PCR6	49402288
Q6PCS2	41053475
Q6PCS4	41056205
Q6PCS5	47086997
Q6PCS7	47085933
Q6PD81	41054655
Q6PD82	47087425
Q6PD84	47087331
Q6PD85	41054535
Q6PD88	41054033
Q6PD98	41053457
Q6PD99	47085887
Q6PE17	47087409
Q6PE18	47087019
Q6PE19	41053455
Q6PE23	41054523
Q6PE28	41053433
Q6PE29	41053431
Q6PE30	47086721
Q6PE32	41053425
Q6PE34	41053911
Q6PE40	41053423
Q6PE41	41053413
Q6PE45	41053411
Q6PEG4	41054381
Q6PEG4	68363000
Q6PEG8	47087423
Q6PEH0	41056139
Q6PEH2	41054493
Q6PEH5	47087259
Q6PEH6	47087033
Q6PEH7	41056069
Q6PEH8	47550799
Q6PEH9	41056075
Q6PEI2	47087271
Q6PEI3	41054758
Q6PEI6	38707983
Q6PEI8	41054788
Q6PEJ1	41054786
Q6PEJ2	47085925
Q6PFI1	47086605
Q6PFI2	41053323
Q6PFI3	94536681
Q6PFI4	41054143
Q6PFI5	41054191
Q6PFI6	47086673
Q6PFI7	41054681
Q6PFI8	55926055
Q6PFI9	47085701
Q6PFI9	68356560
Q6PFJ1	38198659
Q6PFJ6	47086689
Q6PFJ7	47087013
Q6PFK2	47550681
Q6PFK3	41054529
Q6PFK4	41054880
Q6PFK5	41054878
Q6PFK7	41056223
Q6PFK8	41054908
Q6PFL0	41054936
Q6PFL1	41054934
Q6PFL7	41054499
Q6PFL9	47087632
Q6PFM2	47086497
Q6PFM3	47086479
Q6PFM6	41055152
Q6PFM8	38564423
Q6PFN0	47087321
Q6PFN2	38564417
Q6PFN4	41054713
Q6PFN7	41055247
Q6PFP1	41055245
Q6PFP2	47086627
Q6PFP3	41056065
Q6PFP7	68432293
Q6PFP8	41054373
Q6PFP9	41055265
Q6PFQ0	41056055
Q6PFQ3	41055287
Q6PFQ5	41055301
Q6PFR9	41282094
Q6PFS0	41055299
Q6PFS1	41054471
Q6PFS2	41055319
Q6PFS3	41055317
Q6PFS4	47777298
Q6PFS6	47085873
Q6PFS8	41054483
Q6PFT0	41055331
Q6PFT1	41053949
Q6PFT2	41055345
Q6PFT3	41055343
Q6PFT4	41055355
Q6PFT7	41053367
Q6PFU1	41282105
Q6PFU4	41055439
Q6PFU5	41055437
Q6PFU6	47085931
Q6PFU7	40363537
Q6PFU8	47085937
Q6PFV0	47086961
Q6PG26	41055456
Q6PG29	41055303
Q6PG34	41055309
Q6PGT6	41055225
Q6PGU1	47087407
Q6PGU6	47087437
Q6PGU7	41054027
Q6PGU8	41054481
Q6PGV0	41054942
Q6PGV1	41054531
Q6PGV2	41055686
Q6PGV3	41054115
Q6PGV4	41055118
Q6PGV5	41054866
Q6PGV6	41054609
Q6PGV7	41054872
Q6PGV9	41054039
Q6PGW0	38198633
Q6PGW1	41054063
Q6PGW3	41053417
Q6PGW4	47087275
Q6PGW8	41055429
Q6PGW9	41054005
Q6PGX2	41055435
Q6PGX3	41055379
Q6PGX4	41055387
Q6PGX9	41055182
Q6PGY0	41055156
Q6PGY1	41055158
Q6PGY2	47085691
Q6PGY3	41055086
Q6PGY5	41053303
Q6PGY6	41055088
Q6PGY7	41055010
Q6PGY9	41054802
Q6PGZ0	41054808
Q6PGZ1	68372556
Q6PGZ2	41054760
Q6PGZ3	41054766
Q6PGZ4	41053355
Q6PGZ5	41282175
Q6PGZ7	41053361
Q6PH00	41054083
Q6PH01	41055720
Q6PH02	114326171
Q6PH04	47087233
Q6PH05	41053447
Q6PH06	47087217
Q6PH06	68396912
Q6PH06	68396923
Q6PH07	56797752
Q6PH15	41053909
Q6PH18	55925486
Q6PH19	41054746
Q6PH25	41053585
Q6PH26	41053579
Q6PH32	40363539
Q6PH33	41053619
Q6PH36	41053613
Q6PH38	41054251
Q6PH40	55925484
Q6PH41	41053646
Q6PH43	68442669
Q6PH45	41054303
Q6PH52	41053680
Q6PH53	45387921
Q6PH54	41054543
Q6PH58	41054503
Q6PH61	41053744
Q6PH70	47086653
Q6PH71	41055548
Q6PH75	50540542
Q6PHC5	41055626
Q6PHD4	41054017
Q6PHD6	41055748
Q6PHD7	47086783
Q6PHD8	47086757
Q6PHD9	41055742
Q6PHE1	41054549
Q6PHE5	41056013
Q6PHE6	47086983
Q6PHE7	41056007
Q6PHE7	68401632
Q6PHE9	41056115
Q6PHF1	41056167
Q6PHF5	41056209
Q6PHG2	68366474
Q6PHG3	41282130
Q6PHG4	41054661
Q6PHH1	40363547
Q6PHH5	35902797
Q6PHH6	45504384
Q6PHI2	41054635
Q6PHI8	47271439
Q6PHJ3	41054547
Q6PHJ5	41054553
Q6PHJ8	47550703
Q6PHK4	47085935
Q6PHK7	41054527
Q6PHK8	56790268
Q6PHL4	41054533
Q6PHV0	41054565
Q6PHV5	40548302
Q6PHV6	41054705
Q6PHV8	41056181
Q6PI45	58801532
Q6PR57	55742256
Q6PR57	68372573
Q6PSS4	68359907
Q6PSS4	68359913
Q6PUQ3	51556255
Q6PUR1	47550891
Q6PUR3	47550893
Q6PUR7	47550897
Q6PUR8	47550837
Q6PUS0	49227272
Q6PUS3	47550839
Q6PUS4	47086415
Q6PV84	50080178
Q6PWU7	49227592
Q6PYX2	47087209
Q6PYX3	48597017
Q6Q382	47085745
Q6Q415	47086131
Q6Q419	47086133
Q6Q420	47086525
Q6Q6F4	47086127
Q6Q6F6	47086129
Q6Q7X9	51230529
Q6QB00	46309497
Q6QH77	52421320
Q6QQE1	47551325
Q6QRQ2	45120100
Q6QX43	51339029
Q6R3L1	42415525
Q6R5A4	44662801
Q6R5J1	47058959
Q6R5J2	47086441
Q6R5L3	47777300
Q6R8J2	47085721
Q6RIA7	99028936
Q6RKB0	47550741
Q6RVD7	57770394
Q6STL0	41152404
Q6SYY9	57770410
Q6SYZ0	57770377
Q6T1F3	47086821
Q6T488	68383841
Q6T491	47085725
Q6T721	49227597
Q6T938	47086311
Q6TCF6	49170064
Q6TCF7	45387671
Q6TCF9	49227242
Q6TDT6	47271388
Q6TEL0	41055311
Q6TEL1	68385597
Q6TEL2	41056193
Q6TEL9	47086327
Q6TEM0	40548310
Q6TEM3	41055568
Q6TEM5	41056059
Q6TEM7	41054685
Q6TEM8	41056231
Q6TEN0	50344739
Q6TEN6	45387637
Q6TEN7	41054984
Q6TEN8	41056079
Q6TEN9	68369056
Q6TEP2	41056175
Q6TEP3	45387871
Q6TEP5	41053824
Q6TEP6	41054960
Q6TEP7	47086323
Q6TEQ1	41056233
Q6TEQ2	47777321
Q6TEQ5	56790264
Q6TGI4	47086331
Q6TGR5	68369938
Q6TGR6	41152319
Q6TGS5	41054233
Q6TGS8	54261747
Q6TGS9	47086325
Q6TGT1	45387641
Q6TGT2	68360120
Q6TGT3	45387643
Q6TGT5	42415497
Q6TGT7	68405260
Q6TGT8	49227301
Q6TGT9	45120092
Q6TGU0	58801526
Q6TGU1	57770435
Q6TGU8	40786519
Q6TGU9	47087201
Q6TGV4	41055644
Q6TGV6	45387823
Q6TGV8	47550859
Q6TGW1	47086611
Q6TGW9	41053628
Q6TGX0	41054794
Q6TGX3	40538786
Q6TGX5	41393121
Q6TGY6	41054151
Q6TGY8	47271386
Q6TGZ1	45387827
Q6TGZ9	45387881
Q6TH03	47550841
Q6TH05	45387851
Q6TH07	41393077
Q6TH10	45387655
Q6TH11	45387861
Q6TH15	41053351
Q6TH19	27545344
Q6TH20	47086759
Q6TH21	45387889
Q6TH22	38198661
Q6TH23	40538770
Q6TH31	41055329
Q6TH32	47271384
Q6TH37	117606173
Q6TH38	45387659
Q6TH41	41152249
Q6TH46	45387661
Q6TH48	51571951
Q6TKR3	47086249
Q6TLD3	47550857
Q6TLE4	45387625
Q6TLE5	42476228
Q6TLF6	45387895
Q6TLF9	41152042
Q6TLG1	47086699
Q6TLG3	61651700
Q6TLG8	41056077
Q6TLH3	63055055
Q6TLH8	45387633
Q6TNP6	47086735
Q6TNQ1	38016161
Q6TNQ2	45387847
Q6TNQ3	42627867
Q6TNQ7	45387613
Q6TNQ8	47086733
Q6TNR4	47550855
Q6TNR8	47087205
Q6TNR9	47777323
Q6TNS3	51556245
Q6TNS5	47174755
Q6TNS7	45387873
Q6TNS9	45387617
Q6TNT5	38016167
Q6TNT6	45387899
Q6TNT8	49227317
Q6TNU1	47550901
Q6TNU6	41393167
Q6TNU7	47086587
Q6TNU9	47086809
Q6TNV1	66472820
Q6TNV4	41055032
Q6TNV9	41054263
Q6TNW2	56118264
Q6TPQ4	48597019
Q6TS32	47086335
Q6TS33	89886435
Q6TS41	47086407
Q6TS42	47086413
Q6TYZ4	47086313
Q6U1J2	47086321
Q6U1J4	47086307
Q6U6Z9	45387867
Q6U7I4	66393077
Q6U7I5	41281630
Q6UDM5	38488737
Q6UFS5	38502310
Q6UNX2	34330176
Q6V7J8	41152330
Q6V9Y8	68374335
Q6VEU3	41054515
Q6VQA3	35903183
Q6VUB8	45387859
Q6VYM3	38488731
Q6W2N6	45387519
Q6W4T8	51468032
Q6W5B4	38488710
Q6W5B5	38488708
Q6W6P1	41152482
Q6WAS6	41152221
Q6WFZ4	47086881
Q6WGK5	40254657
Q6WN41	45387907
Q6WQ24	47086141
Q6WZB3	89941458
Q6WZB4	41055622
Q6WZD1	45120106
Q6WZD2	45120098
Q6WZD3	45120102
Q6X0Q6	47086535
Q6X484	47550887
Q6XCC5	55742095
Q6XCC7	55742091
Q6XFR2	53292613
Q6XG62	47086523
Q6XLI5	51467948
Q6XMI5	41053317
Q6XNL8	68371270
Q6XQJ0	47086317
Q6XSK8	68404007
Q6XZC1	45387665
Q6XZH1	47086419
Q6YBS2	41054003
Q6YDI2	51556251
Q6YDI6	51556243
Q6YI49	41393111
Q6YI50	47174749
Q6YJK1	38488753
Q6YLA3	38564429
Q6YLH7	45387883
Q6YLH8	66730549
Q6YLH9	47086737
Q6YLH9	68440965
Q6YM51	45387831
Q6YMR2	27545283
Q6YMR2	68390528
Q6YND0	45387693
Q6YNR8	61097889
Q6ZM11	70887715
Q6ZM12	68438815
Q6ZM12	68438835
Q6ZM13	68373705
Q6ZM13	68435121
Q6ZM13	68438817
Q6ZM13	68438837
Q6ZM17	74315904
Q6ZM51	62955561
Q6ZM52	71834402
Q6ZM57	71834418
Q6ZM75	71892464
Q6ZM77	113676706
Q6ZM84	41152195
Q6ZM84	68369968
Q6ZYN6	68370538
Q701R2	68431245
Q702R8	47550865
Q702R9	41054876
Q704S4	57526814
Q705K5	117606180
Q70X92	47550879
Q70YK5	110225332
Q70ZY9	50540468
Q71B05	68367590
Q71E44	51870938
Q71E58	47086545
Q71E59	47550905
Q71E60	54261745
Q71E61	38198631
Q71E63	41281627
Q71E64	45387863
Q71E65	45387623
Q71G54	40538762
Q71G59	41393163
Q71H62	41056135
Q71H62	68371236
Q71N42	45387887
Q71T03	37693500
Q75NS0	47087355
Q75S22	47086309
Q75U66	44662805
Q75W66	47087213
Q75W95	47087215
Q75XT1	46309459
Q75ZI3	47550825
Q76C29	47085723
Q76IL2	71834458
Q76IL8	71834538
Q76IM0	34850481
Q76IN6	71834362
Q76KA4	41393119
Q76LC6	47086303
Q789K9	41152052
Q78AP3	51467743
Q7M558	55742122
Q7M559	55742120
Q7M560	55742118
Q7M561	55742116
Q7M562	55742114
Q7M569	31581593
Q7SX58	41055464
Q7SX76	41055190
Q7SX78	31880063
Q7SX85	33504541
Q7SX89	41056100
Q7SX90	41054557
Q7SX91	41056045
Q7SX92	41055752
Q7SX93	41055817
Q7SX94	41055782
Q7SX94	68418199
Q7SX96	41055768
Q7SX97	47086795
Q7SX98	41054405
Q7SXA0	41152063
Q7SXA1	47085861
Q7SXA3	41055516
Q7SXA8	41054205
Q7SXB2	41054167
Q7SXB3	38198655
Q7SXB4	41054175
Q7SXB5	41054137
Q7SXB7	41056203
Q7SXB9	68444793
Q7SXC0	56090168
Q7SXC1	41056197
Q7SXC2	47087225
Q7SXC4	41056161
Q7SXC5	41054221
Q7SXC6	41054337
Q7SXC7	41152016
Q7SXD0	41054243
Q7SXD2	41054149
Q7SXD5	68438959
Q7SXD7	41054750
Q7SXD8	41056025
Q7SXD9	41151990
Q7SXE0	47086567
Q7SXE9	41056001
Q7SXF0	41055672
Q7SXF3	47086561
Q7SXF7	41054417
Q7SXF8	68366996
Q7SXG0	41054838
Q7SXG2	41054345
Q7SXG3	41055969
Q7SXG4	47087029
Q7SXG5	18859107
Q7SXG6	41055963
Q7SXG7	47087035
Q7SXH0	41055892
Q7SXH1	18858455
Q7SXH3	68354482
Q7SXH4	41054800
Q7SXH5	41054778
Q7SXH5	68367238
Q7SXH6	41055365
Q7SXH8	47087349
Q7SXI0	68444593
Q7SXI1	41053917
Q7SXI2	41055666
Q7SXI4	41055871
Q7SXI7	41053311
Q7SXI9	41055030
Q7SXJ0	41055788
Q7SXJ2	41055799
Q7SXJ4	41055658
Q7SXJ5	41053353
Q7SXJ6	41056245
Q7SXJ9	41055136
Q7SXK1	41054491
Q7SXK3	41152044
Q7SXK4	41055762
Q7SXK5	68434025
Q7SXK6	41055736
Q7SXK6	68441639
Q7SXK7	41055730
Q7SXK8	41152223
Q7SXK9	41054089
Q7SXL4	41053595
Q7SXM0	47087397
Q7SXM1	41055614
Q7SXM2	47086659
Q7SXM6	41055608
Q7SXM8	47087065
Q7SXM9	52546700
Q7SXN0	41055530
Q7SXN2	47087353
Q7SXN4	41055809
Q7SXN7	55925488
Q7SXN9	68444201
Q7SXP1	41053959
Q7SXP6	68366650
Q7SXP8	41053852
Q7SXP9	41055397
Q7SXQ1	41054740
Q7SXQ2	68372579
Q7SXQ3	41053816
Q7SXQ4	41054041
Q7SXQ5	68427871
Q7SXR0	47777314
Q7SXR1	41053389
Q7SXR2	47086719
Q7SXR2	68371414
Q7SXR3	41054689
Q7SXR3	68438853
Q7SXR6	56797759
Q7SXR7	47550705
Q7SXR8	41053770
Q7SXS4	47086847
Q7SXS5	47087319
Q7SXS7	41056027
Q7SXS9	41055172
Q7SXT1	47550821
Q7SXT2	47550815
Q7SXT5	38707989
Q7SXT6	41056104
Q7SXT7	41054429
Q7SXT8	41053784
Q7SXT9	47086621
Q7SXU0	41055012
Q7SXU2	41053738
Q7SXU3	41053732
Q7SXU4	41055552
Q7SXU5	47087433
Q7SXU6	41054467
Q7SXU9	47087341
Q7SXV0	41053668
Q7SXV1	41053640
Q7SXV4	41282099
Q7SXV5	41055080
Q7SXV8	47087303
Q7SXV9	41055168
Q7SXW0	41053634
Q7SXW1	41054435
Q7SXW2	41053607
Q7SXW6	47087281
